"record_id","transaction_id","date","time","location_id","SKU","quantity","is_member","customer_id","total_with_tax","tax"
"2500","686","2023-02-20","17:16:51","5","osv5f","2","false","0","4.00","0.67"
"2606","686","2023-02-20","17:16:51","1","xfjts","3","false","0","0.60","0.10"
"2793","686","2023-02-20","17:16:51","2","fjl3q","3","false","0","0.60","0.10"
"2974","686","2023-02-20","17:16:51","1","ttyc7","3","false","0","7.20","1.20"
"2659","685","2023-02-19","14:44:45","3","qmqeu","2","false","0","5.20","0.87"
"2998","685","2023-02-19","14:44:45","1","j0ayn","4","false","0","6.00","1.00"
"2217","684","2023-02-01","18:37:37","1","bau61","5","true","36","1.00","0.17"
"2857","684","2023-02-01","18:37:37","1","fjl3q","2","true","36","0.40","0.07"
"2043","683","2023-02-20","15:30:54","2","ck5sb","2","true","26","3.40","0.57"
"2300","682","2023-02-11","9:14:40","2","ypf75","2.98","false","0","7.45","1.24"
"2461","682","2023-02-11","9:14:40","2","cdue8","3","false","0","0.60","0.10"
"2840","682","2023-02-11","9:14:40","2","ttyc7","5","false","0","12.00","2.00"
"2909","682","2023-02-11","9:14:40","5","cdue8","4","false","0","0.80","0.13"
"2165","681","2023-02-09","8:40:15","3","ysrak","5","false","0","11.50","1.92"
"2393","681","2023-02-09","8:40:15","2","bau61","3","false","0","0.60","0.10"
"2943","681","2023-02-09","8:40:15","3","osv5f","3","false","0","6.00","1.00"
"2011","680","2023-02-02","14:01:07","2","ck5sb","4","false","0","6.80","1.13"
"2134","680","2023-02-02","14:01:07","3","osv5f","2","false","0","4.00","0.67"
"2353","680","2023-02-02","14:01:07","2","ypf75","3.34","false","0","8.35","1.39"
"2561","680","2023-02-02","14:01:07","4","jv78l","3","false","0","3.90","0.65"
"2593","679","2023-02-09","14:31:47","1","osv5f","4","false","0","8.00","1.33"
"2779","679","2023-02-09","14:31:47","2","hw422","4","false","0","5.60","0.93"
"2196","677","2023-02-21","9:37:03","2","sm0ik","4","true","85","4.80","0.80"
"2317","677","2023-02-21","9:37:03","5","xfjts","2","true","85","0.40","0.07"
"2465","677","2023-02-21","9:37:03","1","e02d7","1.14","true","85","0.11","0.02"
"2244","676","2023-02-02","15:00:42","1","xfjts","3","false","0","0.60","0.10"
"2965","676","2023-02-02","15:00:42","5","ysrak","5","false","0","11.50","1.92"
"2006","675","2023-02-09","11:29:07","5","fjl3q","3","true","42","0.60","0.10"
"2092","675","2023-02-09","11:29:07","2","e02d7","3.23","true","42","0.32","0.05"
"2417","675","2023-02-09","11:29:07","5","ysrak","4","true","42","9.20","1.53"
"2449","675","2023-02-09","11:29:07","4","bau61","2","true","42","0.40","0.07"
"2666","675","2023-02-09","11:29:07","2","jv78l","3","true","42","3.90","0.65"
"2836","675","2023-02-09","11:29:07","4","qmqeu","5","true","42","13.00","2.17"
"2285","674","2023-02-19","11:08:30","3","qbzh7","4","true","71","10.00","1.67"
"2320","674","2023-02-19","11:08:30","3","bau61","3","true","71","0.60","0.10"
"2980","674","2023-02-19","11:08:30","5","xfjts","2","true","71","0.40","0.07"
"2308","673","2023-02-26","9:44:30","5","osv5f","2","true","77","4.00","0.67"
"2741","673","2023-02-26","9:44:30","5","9gc8o","2","true","77","11.00","1.83"
"2986","673","2023-02-26","9:44:30","2","9gc8o","2","true","77","11.00","1.83"
"2104","672","2023-02-24","16:23:36","4","j0ayn","2","false","0","3.00","0.50"
"2315","672","2023-02-24","16:23:36","1","ysrak","5","false","0","11.50","1.92"
"2429","672","2023-02-24","16:23:36","4","ysrak","2","false","0","4.60","0.77"
"2507","672","2023-02-24","16:23:36","5","sm0ik","4","false","0","4.80","0.80"
"2223","671","2023-02-23","9:25:06","1","e02d7","3.14","false","0","0.31","0.05"
"2227","671","2023-02-23","9:25:06","2","skexy","5","false","0","15.00","2.50"
"2339","671","2023-02-23","9:25:06","3","qmqeu","2","false","0","5.20","0.87"
"2456","671","2023-02-23","9:25:06","3","ysrak","2","false","0","4.60","0.77"
"2664","671","2023-02-23","9:25:06","2","1m6s7","4","false","0","8.80","1.47"
"2817","671","2023-02-23","9:25:06","4","qmqeu","4","false","0","10.40","1.73"
"2117","670","2023-02-08","12:04:00","4","hw422","3","true","30","4.20","0.70"
"2278","670","2023-02-08","12:04:00","2","sm0ik","2","true","30","2.40","0.40"
"2389","670","2023-02-08","12:04:00","3","iu8mz","4.52","true","30","9.04","1.51"
"2448","670","2023-02-08","12:04:00","4","j0ayn","2","true","30","3.00","0.50"
"2521","670","2023-02-08","12:04:00","4","jv78l","2","true","30","2.60","0.43"
"2736","670","2023-02-08","12:04:00","2","ck5sb","5","true","30","8.50","1.42"
"2442","669","2023-02-04","18:24:30","1","sm0ik","2","false","0","2.40","0.40"
"2787","669","2023-02-04","18:24:30","3","9gc8o","2","false","0","11.00","1.83"
"2923","669","2023-02-04","18:24:30","1","j0ayn","4","false","0","6.00","1.00"
"2761","668","2023-02-27","8:09:28","1","ysrak","5","false","0","11.50","1.92"
"2288","667","2023-02-10","16:04:57","4","osv5f","5","true","82","10.00","1.67"
"2512","667","2023-02-10","16:04:57","3","qbzh7","4","true","82","10.00","1.67"
"2805","667","2023-02-10","16:04:57","1","qmqeu","3","true","82","7.80","1.30"
"1011","666","2023-01-14","10:43:18","2","ysrak","2","false","0","4.60","0.77"
"1610","666","2023-01-14","10:43:18","1","ck5sb","4","false","0","6.80","1.13"
"2190","666","2023-01-14","10:43:18","2","ypf75","3.64","false","0","9.10","1.52"
"2894","666","2023-01-14","10:43:18","5","hw422","4","false","0","5.60","0.93"
"1463","665","2023-01-20","9:25:35","4","j0ayn","4","false","0","6.00","1.00"
"1552","664","2023-01-04","10:10:45","2","fjl3q","3","true","21","0.60","0.10"
"1849","664","2023-01-04","10:10:45","1","qmqeu","4","true","21","10.40","1.73"
"1372","663","2023-01-26","9:59:51","3","ttyc7","3","false","0","7.20","1.20"
"1483","663","2023-01-26","9:59:51","1","bau61","5","false","0","1.00","0.17"
"1870","663","2023-01-26","9:59:51","2","skexy","4","false","0","12.00","2.00"
"1496","662","2023-01-26","16:11:57","4","ck5sb","5","true","14","8.50","1.42"
"1531","662","2023-01-26","16:11:57","1","skexy","4","true","14","12.00","2.00"
"1767","662","2023-01-26","16:11:57","2","cdue8","4","true","14","0.80","0.13"
"1778","662","2023-01-26","16:11:57","1","sm0ik","3","true","14","3.60","0.60"
"1795","662","2023-01-26","16:11:57","5","bau61","5","true","14","1.00","0.17"
"1818","662","2023-01-26","16:11:57","1","bau61","4","true","14","0.80","0.13"
"1997","662","2023-01-26","16:11:57","5","fjl3q","2","true","14","0.40","0.07"
"1082","661","2023-01-30","10:45:41","5","9gc8o","3","true","44","16.50","2.75"
"1498","661","2023-01-30","10:45:41","4","osv5f","3","true","44","6.00","1.00"
"1596","661","2023-01-30","10:45:41","4","ypf75","2.44","true","44","6.10","1.02"
"1842","660","2023-01-29","19:38:52","4","sm0ik","2","false","0","2.40","0.40"
"1226","659","2023-01-08","9:33:42","3","j0ayn","4","true","57","6.00","1.00"
"1411","659","2023-01-08","9:33:42","2","osv5f","2","true","57","4.00","0.67"
"1292","658","2023-01-10","14:23:20","3","ttyc7","3","true","6","7.20","1.20"
"1607","658","2023-01-10","14:23:20","1","jv78l","5","true","6","6.50","1.08"
"1712","657","2023-01-24","15:48:08","2","qmqeu","3","false","0","7.80","1.30"
"1816","657","2023-01-24","15:48:08","2","sm0ik","2","false","0","2.40","0.40"
"1888","657","2023-01-24","15:48:08","4","skexy","3","false","0","9.00","1.50"
"1904","657","2023-01-24","15:48:08","4","ypf75","4.98","false","0","12.45","2.07"
"1291","656","2023-01-15","8:57:05","2","osv5f","3","false","0","6.00","1.00"
"1312","656","2023-01-15","8:57:05","4","cdue8","5","false","0","1.00","0.17"
"1450","656","2023-01-15","8:57:05","5","1m6s7","4","false","0","8.80","1.47"
"1480","656","2023-01-15","8:57:05","5","bau61","4","false","0","0.80","0.13"
"1621","656","2023-01-15","8:57:05","1","iu8mz","3.45","false","0","6.90","1.15"
"1009","655","2023-01-20","16:00:33","3","qbzh7","3","false","0","7.50","1.25"
"1053","655","2023-01-20","16:00:33","4","iu8mz","1.18","false","0","2.36","0.39"
"1445","655","2023-01-20","16:00:33","2","1m6s7","5","false","0","11.00","1.83"
"1535","655","2023-01-20","16:00:33","1","1m6s7","3","false","0","6.60","1.10"
"1912","655","2023-01-20","16:00:33","3","qmqeu","3","false","0","7.80","1.30"
"1183","654","2023-01-02","12:30:05","2","ttyc7","2","true","76","4.80","0.80"
"1409","654","2023-01-02","12:30:05","5","xfjts","4","true","76","0.80","0.13"
"1412","654","2023-01-02","12:30:05","2","qmqeu","5","true","76","13.00","2.17"
"1487","654","2023-01-02","12:30:05","3","hw422","3","true","76","4.20","0.70"
"1602","654","2023-01-02","12:30:05","1","hw422","3","true","76","4.20","0.70"
"1865","654","2023-01-02","12:30:05","1","jv78l","2","true","76","2.60","0.43"
"1024","653","2023-01-18","13:23:29","4","fjl3q","2","false","0","0.40","0.07"
"1307","653","2023-01-18","13:23:29","5","e02d7","4.47","false","0","0.45","0.08"
"1563","653","2023-01-18","13:23:29","3","e02d7","2.03","false","0","0.20","0.03"
"1645","653","2023-01-18","13:23:29","3","bau61","5","false","0","1.00","0.17"
"1154","652","2023-01-14","13:39:00","4","cdue8","4","false","0","0.80","0.13"
"1205","652","2023-01-14","13:39:00","4","hw422","5","false","0","7.00","1.17"
"1338","652","2023-01-14","13:39:00","5","1m6s7","4","false","0","8.80","1.47"
"1269","651","2023-01-23","8:53:47","2","skexy","3","true","85","9.00","1.50"
"1403","651","2023-01-23","8:53:47","1","sm0ik","2","true","85","2.40","0.40"
"1510","651","2023-01-23","8:53:47","4","bau61","4","true","85","0.80","0.13"
"1891","651","2023-01-23","8:53:47","2","ypf75","2.2","true","85","5.50","0.92"
"1962","651","2023-01-23","8:53:47","2","j0ayn","2","true","85","3.00","0.50"
"1258","650","2023-01-19","19:03:39","5","e02d7","1.99","true","62","0.20","0.03"
"1841","650","2023-01-19","19:03:39","5","osv5f","5","true","62","10.00","1.67"
"1868","650","2023-01-19","19:03:39","2","ypf75","2.57","true","62","6.42","1.07"
"1616","648","2023-01-09","14:42:02","3","9gc8o","3","true","31","16.50","2.75"
"1228","647","2023-01-23","17:06:46","3","qbzh7","5","true","87","12.50","2.08"
"1469","647","2023-01-23","17:06:46","4","hw422","3","true","87","4.20","0.70"
"1662","647","2023-01-23","17:06:46","3","skexy","3","true","87","9.00","1.50"
"1729","647","2023-01-23","17:06:46","5","ypf75","3.79","true","87","9.47","1.58"
"1809","647","2023-01-23","17:06:46","1","iu8mz","4.74","true","87","9.48","1.58"
"1814","647","2023-01-23","17:06:46","4","qmqeu","3","true","87","7.80","1.30"
"1853","647","2023-01-23","17:06:46","4","osv5f","4","true","87","8.00","1.33"
"1106","646","2023-01-10","11:34:53","3","fjl3q","3","false","0","0.60","0.10"
"1460","646","2023-01-10","11:34:53","5","ysrak","2","false","0","4.60","0.77"
"1549","646","2023-01-10","11:34:53","2","1m6s7","3","false","0","6.60","1.10"
"1442","645","2023-01-30","10:38:55","2","hw422","5","true","2","7.00","1.17"
"1471","645","2023-01-30","10:38:55","1","sm0ik","5","true","2","6.00","1.00"
"1033","644","2023-01-20","17:53:10","5","fjl3q","4","true","83","0.80","0.13"
"1107","644","2023-01-20","17:53:10","5","osv5f","4","true","83","8.00","1.33"
"1644","644","2023-01-20","17:53:10","4","qbzh7","5","true","83","12.50","2.08"
"1175","643","2023-01-29","10:48:21","5","iu8mz","1.01","false","0","2.02","0.34"
"1461","643","2023-01-29","10:48:21","4","9gc8o","5","false","0","27.50","4.58"
"1057","642","2023-01-11","19:12:08","2","cdue8","4","false","0","0.80","0.13"
"1157","642","2023-01-11","19:12:08","4","1m6s7","5","false","0","11.00","1.83"
"1390","642","2023-01-11","19:12:08","3","ttyc7","5","false","0","12.00","2.00"
"1636","642","2023-01-11","19:12:08","4","9gc8o","2","false","0","11.00","1.83"
"1892","642","2023-01-11","19:12:08","4","qbzh7","2","false","0","5.00","0.83"
"1117","641","2023-01-14","9:24:36","5","j0ayn","5","true","42","7.50","1.25"
"1186","641","2023-01-14","9:24:36","4","jv78l","2","true","42","2.60","0.43"
"1245","641","2023-01-14","9:24:36","1","ttyc7","5","true","42","12.00","2.00"
"1259","641","2023-01-14","9:24:36","5","ysrak","2","true","42","4.60","0.77"
"1454","641","2023-01-14","9:24:36","1","ypf75","4.07","true","42","10.18","1.70"
"1921","641","2023-01-14","9:24:36","2","ypf75","4.21","true","42","10.53","1.75"
"1620","640","2023-01-11","18:05:06","4","fjl3q","3","true","94","0.60","0.10"
"1724","640","2023-01-11","18:05:06","2","jv78l","3","true","94","3.90","0.65"
"1881","640","2023-01-11","18:05:06","1","ysrak","4","true","94","9.20","1.53"
"1983","640","2023-01-11","18:05:06","3","xfjts","4","true","94","0.80","0.13"
"1985","640","2023-01-11","18:05:06","4","qbzh7","3","true","94","7.50","1.25"
"1437","639","2023-01-02","15:14:13","1","1m6s7","5","false","0","11.00","1.83"
"1568","639","2023-01-02","15:14:13","1","bau61","4","false","0","0.80","0.13"
"1178","638","2023-01-03","12:35:41","1","9gc8o","5","true","76","27.50","4.58"
"1298","638","2023-01-03","12:35:41","4","skexy","4","true","76","12.00","2.00"
"1980","638","2023-01-03","12:35:41","4","ypf75","3.39","true","76","8.47","1.41"
"1199","637","2023-01-13","19:31:28","5","fjl3q","2","false","0","0.40","0.07"
"1221","637","2023-01-13","19:31:28","5","j0ayn","3","false","0","4.50","0.75"
"1240","637","2023-01-13","19:31:28","3","j0ayn","5","false","0","7.50","1.25"
"1267","637","2023-01-13","19:31:28","3","1m6s7","4","false","0","8.80","1.47"
"1391","637","2023-01-13","19:31:28","4","9gc8o","3","false","0","16.50","2.75"
"1603","637","2023-01-13","19:31:28","5","iu8mz","1.28","false","0","2.56","0.43"
"1969","637","2023-01-13","19:31:28","2","cdue8","5","false","0","1.00","0.17"
"1073","636","2023-01-29","11:12:24","2","j0ayn","5","false","0","7.50","1.25"
"1124","635","2023-01-28","10:13:13","5","bau61","3","false","0","0.60","0.10"
"1889","635","2023-01-28","10:13:13","3","bau61","5","false","0","1.00","0.17"
"1903","635","2023-01-28","10:13:13","2","e02d7","4.24","false","0","0.42","0.07"
"1380","634","2023-01-10","15:36:30","4","ypf75","3.53","false","0","8.82","1.47"
"1520","634","2023-01-10","15:36:30","5","skexy","2","false","0","6.00","1.00"
"1147","630","2023-01-28","16:17:04","2","j0ayn","5","true","15","7.50","1.25"
"1418","630","2023-01-28","16:17:04","2","ypf75","2.85","true","15","7.13","1.19"
"1439","630","2023-01-28","16:17:04","5","bau61","2","true","15","0.40","0.07"
"1606","630","2023-01-28","16:17:04","1","qmqeu","2","true","15","5.20","0.87"
"1091","629","2023-01-15","16:38:48","1","bau61","3","false","0","0.60","0.10"
"1835","629","2023-01-15","16:38:48","4","ck5sb","4","false","0","6.80","1.13"
"1813","628","2023-01-03","17:10:44","5","ck5sb","4","false","0","6.80","1.13"
"1387","627","2023-01-28","10:14:11","4","sm0ik","3","false","0","3.60","0.60"
"1541","626","2023-01-27","17:06:20","2","sm0ik","5","true","8","6.00","1.00"
"1153","625","2023-01-26","10:53:58","4","9gc8o","3","true","4","16.50","2.75"
"1481","625","2023-01-26","10:53:58","2","jv78l","4","true","4","5.20","0.87"
"1557","625","2023-01-26","10:53:58","5","iu8mz","3.81","true","4","7.62","1.27"
"1748","624","2023-01-22","19:40:42","3","bau61","4","false","0","0.80","0.13"
"1856","624","2023-01-22","19:40:42","5","iu8mz","3.07","false","0","6.14","1.02"
"1035","623","2023-01-15","19:48:25","2","ck5sb","5","false","0","8.50","1.42"
"1179","623","2023-01-15","19:48:25","1","ttyc7","5","false","0","12.00","2.00"
"1514","623","2023-01-15","19:48:25","2","9gc8o","4","false","0","22.00","3.67"
"1633","623","2023-01-15","19:48:25","3","fjl3q","3","false","0","0.60","0.10"
"1659","623","2023-01-15","19:48:25","3","iu8mz","2.6","false","0","5.20","0.87"
"1148","622","2023-01-01","13:34:59","2","qbzh7","5","true","32","12.50","2.08"
"1287","622","2023-01-01","13:34:59","2","ck5sb","4","true","32","6.80","1.13"
"1898","622","2023-01-01","13:34:59","2","skexy","4","true","32","12.00","2.00"
"1613","621","2023-01-24","16:13:55","5","1m6s7","4","true","49","8.80","1.47"
"1704","621","2023-01-24","16:13:55","2","skexy","3","true","49","9.00","1.50"
"1774","620","2023-01-24","14:10:50","4","iu8mz","2.34","true","54","4.68","0.78"
"1779","620","2023-01-24","14:10:50","2","cdue8","4","true","54","0.80","0.13"
"1834","620","2023-01-24","14:10:50","3","skexy","4","true","54","12.00","2.00"
"1051","619","2023-01-27","13:01:24","4","sm0ik","5","true","1","6.00","1.00"
"1143","619","2023-01-27","13:01:24","3","fjl3q","3","true","1","0.60","0.10"
"1216","618","2023-01-15","11:12:03","4","qmqeu","4","false","0","10.40","1.73"
"1227","618","2023-01-15","11:12:03","1","1m6s7","3","false","0","6.60","1.10"
"1315","618","2023-01-15","11:12:03","2","j0ayn","5","false","0","7.50","1.25"
"1470","618","2023-01-15","11:12:03","3","xfjts","4","false","0","0.80","0.13"
"1708","617","2023-01-26","10:59:58","5","jv78l","5","true","60","6.50","1.08"
"1339","616","2023-01-10","11:23:35","1","9gc8o","2","false","0","11.00","1.83"
"1503","616","2023-01-10","11:23:35","5","1m6s7","2","false","0","4.40","0.73"
"1981","616","2023-01-10","11:23:35","1","osv5f","4","false","0","8.00","1.33"
"1070","615","2023-01-23","9:44:27","2","qmqeu","3","false","0","7.80","1.30"
"1127","615","2023-01-23","9:44:27","2","9gc8o","2","false","0","11.00","1.83"
"1289","615","2023-01-23","9:44:27","3","skexy","5","false","0","15.00","2.50"
"1313","615","2023-01-23","9:44:27","5","hw422","5","false","0","7.00","1.17"
"1544","615","2023-01-23","9:44:27","2","sm0ik","4","false","0","4.80","0.80"
"1844","615","2023-01-23","9:44:27","1","sm0ik","5","false","0","6.00","1.00"
"1857","615","2023-01-23","9:44:27","1","skexy","2","false","0","6.00","1.00"
"1135","614","2023-01-14","9:33:47","5","j0ayn","4","true","53","6.00","1.00"
"1096","613","2023-01-02","16:10:50","1","9gc8o","4","true","55","22.00","3.67"
"1446","613","2023-01-02","16:10:50","1","jv78l","5","true","55","6.50","1.08"
"1415","612","2023-01-27","8:44:22","5","sm0ik","4","false","0","4.80","0.80"
"1672","612","2023-01-27","8:44:22","4","qmqeu","2","false","0","5.20","0.87"
"1465","611","2023-01-27","9:50:32","2","ck5sb","3","true","14","5.10","0.85"
"1960","611","2023-01-27","9:50:32","4","cdue8","3","true","14","0.60","0.10"
"1218","609","2023-01-24","14:01:14","4","jv78l","4","false","0","5.20","0.87"
"1335","609","2023-01-24","14:01:14","5","xfjts","3","false","0","0.60","0.10"
"1509","609","2023-01-24","14:01:14","1","ck5sb","5","false","0","8.50","1.42"
"1561","609","2023-01-24","14:01:14","4","cdue8","5","false","0","1.00","0.17"
"1710","609","2023-01-24","14:01:14","3","iu8mz","2.44","false","0","4.88","0.81"
"1731","609","2023-01-24","14:01:14","5","qbzh7","5","false","0","12.50","2.08"
"1972","609","2023-01-24","14:01:14","1","ysrak","4","false","0","9.20","1.53"
"1455","608","2023-01-26","18:33:21","2","ttyc7","5","false","0","12.00","2.00"
"1611","608","2023-01-26","18:33:21","5","ysrak","3","false","0","6.90","1.15"
"1970","608","2023-01-26","18:33:21","4","jv78l","3","false","0","3.90","0.65"
"1004","607","2023-01-22","9:13:28","1","hw422","2","false","0","2.80","0.47"
"1187","607","2023-01-22","9:13:28","4","xfjts","2","false","0","0.40","0.07"
"1908","607","2023-01-22","9:13:28","5","sm0ik","4","false","0","4.80","0.80"
"1122","606","2023-01-01","9:13:13","2","fjl3q","3","true","11","0.60","0.10"
"1485","606","2023-01-01","9:13:13","2","bau61","2","true","11","0.40","0.07"
"1624","606","2023-01-01","9:13:13","5","xfjts","3","true","11","0.60","0.10"
"1805","606","2023-01-01","9:13:13","5","bau61","5","true","11","1.00","0.17"
"1920","606","2023-01-01","9:13:13","1","bau61","2","true","11","0.40","0.07"
"1953","606","2023-01-01","9:13:13","5","9gc8o","5","true","11","27.50","4.58"
"1052","605","2023-01-11","8:24:22","2","qbzh7","4","true","43","10.00","1.67"
"1023","604","2023-01-28","18:13:34","5","iu8mz","1.23","true","87","2.46","0.41"
"1374","604","2023-01-28","18:13:34","4","sm0ik","4","true","87","4.80","0.80"
"1257","603","2023-01-29","9:39:46","3","bau61","5","true","18","1.00","0.17"
"1964","603","2023-01-29","9:39:46","5","iu8mz","4.95","true","18","9.90","1.65"
"1018","602","2023-01-16","15:40:55","1","ypf75","1.19","true","44","2.97","0.50"
"1197","602","2023-01-16","15:40:55","3","iu8mz","3.49","true","44","6.98","1.16"
"1657","602","2023-01-16","15:40:55","4","hw422","2","true","44","2.80","0.47"
"1824","602","2023-01-16","15:40:55","2","ttyc7","2","true","44","4.80","0.80"
"1897","602","2023-01-16","15:40:55","2","ttyc7","4","true","44","9.60","1.60"
"1306","601","2023-01-30","14:23:28","5","9gc8o","3","false","0","16.50","2.75"
"1348","601","2023-01-30","14:23:28","1","ttyc7","2","false","0","4.80","0.80"
"1482","601","2023-01-30","14:23:28","1","skexy","3","false","0","9.00","1.50"
"1534","601","2023-01-30","14:23:28","4","ypf75","1.99","false","0","4.97","0.83"
"1678","601","2023-01-30","14:23:28","2","1m6s7","3","false","0","6.60","1.10"
"1756","601","2023-01-30","14:23:28","1","e02d7","4.98","false","0","0.50","0.08"
"1995","600","2023-01-15","13:23:12","3","cdue8","4","true","81","0.80","0.13"
"1940","599","2023-01-07","19:40:18","5","iu8mz","4.38","false","0","8.76","1.46"
"1118","598","2023-01-22","11:53:38","4","e02d7","3.91","true","32","0.39","0.07"
"1190","598","2023-01-22","11:53:38","1","j0ayn","2","true","32","3.00","0.50"
"1674","598","2023-01-22","11:53:38","4","qmqeu","2","true","32","5.20","0.87"
"1877","598","2023-01-22","11:53:38","3","osv5f","1","true","32","2.00","0.33"
"1151","597","2023-01-05","13:28:29","4","j0ayn","5","false","0","7.50","1.25"
"1919","597","2023-01-05","13:28:29","5","fjl3q","3","false","0","0.60","0.10"
"1477","596","2023-01-07","15:33:46","3","j0ayn","4","false","0","6.00","1.00"
"1525","596","2023-01-07","15:33:46","3","sm0ik","3","false","0","3.60","0.60"
"1715","596","2023-01-07","15:33:46","4","qmqeu","3","false","0","7.80","1.30"
"1931","596","2023-01-07","15:33:46","2","osv5f","4","false","0","8.00","1.33"
"1656","595","2023-01-07","17:11:17","2","e02d7","1.34","false","0","0.13","0.02"
"1529","594","2023-01-20","12:41:17","3","1m6s7","5","false","0","11.00","1.83"
"1695","594","2023-01-20","12:41:17","2","sm0ik","2","false","0","2.40","0.40"
"1268","593","2023-01-11","19:16:34","4","fjl3q","3","false","0","0.60","0.10"
"1323","593","2023-01-11","19:16:34","5","jv78l","5","false","0","6.50","1.08"
"1500","593","2023-01-11","19:16:34","2","j0ayn","4","false","0","6.00","1.00"
"1357","591","2023-01-30","16:19:36","3","jv78l","5","false","0","6.50","1.08"
"1476","591","2023-01-30","16:19:36","5","hw422","2","false","0","2.80","0.47"
"1574","591","2023-01-30","16:19:36","2","cdue8","2","false","0","0.40","0.07"
"1821","591","2023-01-30","16:19:36","3","1m6s7","3","false","0","6.60","1.10"
"1121","590","2023-01-29","17:00:04","5","9gc8o","5","true","65","27.50","4.58"
"1139","590","2023-01-29","17:00:04","4","sm0ik","2","true","65","2.40","0.40"
"1171","590","2023-01-29","17:00:04","5","ttyc7","5","true","65","12.00","2.00"
"1206","590","2023-01-29","17:00:04","4","cdue8","5","true","65","1.00","0.17"
"1340","590","2023-01-29","17:00:04","2","ttyc7","2","true","65","4.80","0.80"
"1489","590","2023-01-29","17:00:04","4","osv5f","2","true","65","4.00","0.67"
"1887","590","2023-01-29","17:00:04","1","fjl3q","2","true","65","0.40","0.07"
"1943","590","2023-01-29","17:00:04","5","fjl3q","2","true","65","0.40","0.07"
"1079","589","2023-01-23","11:40:04","2","iu8mz","4.55","false","0","9.10","1.52"
"1343","589","2023-01-23","11:40:04","5","9gc8o","4","false","0","22.00","3.67"
"1464","589","2023-01-23","11:40:04","1","qbzh7","4","false","0","10.00","1.67"
"1475","589","2023-01-23","11:40:04","5","e02d7","4.6","false","0","0.46","0.08"
"1777","589","2023-01-23","11:40:04","5","bau61","2","false","0","0.40","0.07"
"1785","589","2023-01-23","11:40:04","2","iu8mz","3.18","false","0","6.36","1.06"
"1922","589","2023-01-23","11:40:04","4","e02d7","1.17","false","0","0.12","0.02"
"1005","588","2023-01-19","11:35:02","3","sm0ik","5","true","73","6.00","1.00"
"1453","588","2023-01-19","11:35:02","5","1m6s7","3","true","73","6.60","1.10"
"1016","587","2023-01-03","9:04:16","1","ttyc7","4","false","0","9.60","1.60"
"1518","587","2023-01-03","9:04:16","1","osv5f","4","false","0","8.00","1.33"
"1876","587","2023-01-03","9:04:16","5","j0ayn","5","false","0","7.50","1.25"
"1168","586","2023-01-11","18:10:04","1","sm0ik","5","false","0","6.00","1.00"
"1210","586","2023-01-11","18:10:04","3","bau61","5","false","0","1.00","0.17"
"1251","586","2023-01-11","18:10:04","5","bau61","2","false","0","0.40","0.07"
"1296","586","2023-01-11","18:10:04","4","xfjts","5","false","0","1.00","0.17"
"1974","586","2023-01-11","18:10:04","4","iu8mz","2.53","false","0","5.06","0.84"
"1945","585","2023-01-08","18:18:55","3","hw422","5","false","0","7.00","1.17"
"1998","585","2023-01-08","18:18:55","3","jv78l","4","false","0","5.20","0.87"
"1738","584","2023-01-21","16:03:14","3","9gc8o","5","true","42","27.50","4.58"
"1803","584","2023-01-21","16:03:14","5","ck5sb","3","true","42","5.10","0.85"
"1971","584","2023-01-21","16:03:14","5","cdue8","2","true","42","0.40","0.07"
"1077","583","2023-01-19","19:49:48","2","j0ayn","3","true","7","4.50","0.75"
"1752","583","2023-01-19","19:49:48","4","fjl3q","2","true","7","0.40","0.07"
"1815","583","2023-01-19","19:49:48","5","xfjts","2","true","7","0.40","0.07"
"1271","582","2023-01-29","14:48:53","4","qbzh7","3","true","29","7.50","1.25"
"1508","582","2023-01-29","14:48:53","5","osv5f","4","true","29","8.00","1.33"
"1747","582","2023-01-29","14:48:53","2","1m6s7","5","true","29","11.00","1.83"
"1017","581","2023-01-16","19:11:12","5","iu8mz","2.99","true","33","5.98","1.00"
"1180","581","2023-01-16","19:11:12","2","9gc8o","4","true","33","22.00","3.67"
"1858","581","2023-01-16","19:11:12","4","jv78l","3","true","33","3.90","0.65"
"1265","579","2023-01-17","13:53:49","2","hw422","3","false","0","4.20","0.70"
"1295","578","2023-01-08","15:41:21","1","skexy","3","true","22","9.00","1.50"
"1585","578","2023-01-08","15:41:21","2","iu8mz","4.73","true","22","9.46","1.58"
"1663","578","2023-01-08","15:41:21","5","e02d7","1.16","true","22","0.12","0.02"
"1950","578","2023-01-08","15:41:21","4","ysrak","5","true","22","11.50","1.92"
"1050","577","2023-01-02","9:59:09","2","j0ayn","4","true","81","6.00","1.00"
"1252","577","2023-01-02","9:59:09","1","ypf75","4.18","true","81","10.45","1.74"
"1256","577","2023-01-02","9:59:09","1","qbzh7","4","true","81","10.00","1.67"
"1363","577","2023-01-02","9:59:09","4","skexy","3","true","81","9.00","1.50"
"1737","577","2023-01-02","9:59:09","1","ysrak","4","true","81","9.20","1.53"
"1915","577","2023-01-02","9:59:09","5","cdue8","4","true","81","0.80","0.13"
"1542","576","2023-01-27","17:53:15","5","xfjts","3","false","0","0.60","0.10"
"1547","576","2023-01-27","17:53:15","1","j0ayn","3","false","0","4.50","0.75"
